NUMERODOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13683578;147604213;F-0324-1220799;03/03/2024;248,98;Fixe;10326;2
13604669;145918997;F-0324-0019684;03/03/2024;49;Mobile;8481;2
13598309;145892240;F-0324-0538416;02/03/2024;99;Mobile;8415;5
13503277;144243489;F-0324-0443875;01/03/2024;49;Mobile;7330;3
13503277;144243489;F-0224-0349195;01/02/2024;49;Mobile;7330;4
13453780;143506022;F-0324-1205071;03/03/2024;49;Mobile;6901;1
5002212;147938082;F-0224-1194357;04/02/2024;99;Mobile;375;2
11556716;109676417;F-0224-0581586;02/02/2024;99;Mobile;3077;2
11556716;109676417;F-0324-0508515;02/03/2024;99;Mobile;3077;5
11263667;112556427;F-0224-0672670;02/02/2024;49;Mobile;2805;3
11263667;112556427;F-0324-0536708;02/03/2024;49;Mobile;2805;4
13500362;144238157;F-0324-0419560;01/03/2024;249;Fixe;7295;1
12234958;120875931;F-0324-0586360;02/03/2024;249;Fixe;3938;2
13517892;144461097;F-0224-0579051;02/02/2024;49;Mobile;7499;2
13517892;144461097;F-0324-0500423;02/03/2024;49;Mobile;7499;5
12599142;137943260;F-0224-0567735;02/02/2024;49;Mobile;4476;3
12599142;137943260;F-0324-0605554;02/03/2024;49;Mobile;4476;4
13651302;146965208;F-0224-1068558;01/02/2024;99;Mobile;9326;1
13651302;146965208;F-0324-1021859;01/03/2024;99;Mobile;9326;2
5002212;147938082;F-0324-1061137;04/03/2024;99;Mobile;375;2
12593860;128955658;F-0324-0523589;02/03/2024;349;Fixe;4471;5
13141487;138522147;F-0324-0423674;01/03/2024;49;Mobile;5619;3
12059949;118353106;F-0324-0559022;02/03/2024;240;Fixe;3705;4
6290408;143113721;F-0324-1058469;04/03/2024;139;Mobile;708;1
13633343;146790404;F-0324-1032370;01/03/2024;49;Mobile;8805;2
13638863;146791620;F-0224-1047578;01/02/2024;49;Mobile;8980;2
13638863;146791620;F-0324-1028350;01/03/2024;49;Mobile;8980;5
13639268;146792433;F-0324-1018458;01/03/2024;49;Mobile;8994;3
13509178;144314189;F-0324-0992298;02/03/2024;99;Mobile;7400;4
13639349;146792585;F-0224-1099771;01/02/2024;199;Mobile;8997;1
13639349;146792585;F-0324-1020994;01/03/2024;199;Mobile;8997;2
13414968;142962759;F-0324-1013169;01/03/2024;49;Mobile;6618;2
13671654;147256546;F-0324-0923637;03/03/2024;199;Mobile;9944;5
13684447;147606018;F-0324-0946356;03/03/2024;49;Mobile;10360;3
13673850;147257903;F-0324-0936880;03/03/2024;148,99;Fixe;10011;4
11071803;121523750;F-0324-1541865;01/03/2024;149;Mobile;2620;1
12918057;144313085;F-0324-0862050;04/03/2024;99;Mobile;5089;2
11461144;142362339;F-0324-0879957;04/03/2024;49;Mobile;2985;2
13661655;147134193;F-0324-0978359;02/03/2024;49;Mobile;9656;5
13682543;147602321;F-0324-0928625;03/03/2024;99;Mobile;10290;3
13671922;147254359;F-0324-0934303;03/03/2024;99;Mobile;9952;4
11376412;106795850;F-0324-0954555;02/03/2024;25;Mobile;2902;1
13675926;147345108;F-0324-0945996;03/03/2024;49;Mobile;10074;2
13668002;147146933;F-0324-0983907;02/03/2024;49;Mobile;9839;2
13689510;147695555;F-0324-0918768;03/03/2024;49;Mobile;10524;5
6946983;145888497;F-0324-0845964;04/03/2024;99;Mobile;875;3
13591843;145767698;F-0324-0982309;02/03/2024;148,99;Fixe;8338;4
10927948;100138670;F-1121-0533601;02/11/2021;199;Mobile;2512;1
10927948;100138670;F-1221-0556294;02/12/2021;199;Mobile;2512;2
5331105;119234467;F-0324-0873527;04/03/2024;349;Fixe;457;2
9284667;134343606;F-0324-0843733;04/03/2024;199;Fixe;1230;5
13685805;147608718;F-0324-0905705;03/03/2024;49;Mobile;10409;3
6108539;116279158;F-0324-1414329;04/03/2024;49;Mobile;683;4
13262217;142934597;F-0324-1392222;04/03/2024;99;Mobile;5938;1
5858031;140102823;F-0324-0868973;04/03/2024;49;Mobile;602;2
13415930;143024510;F-0324-1492550;01/03/2024;199;Mobile;6630;2
6423881;142723957;F-0324-1501473;04/03/2024;249;Mobile;734;5
13672774;147255897;F-0324-1489977;03/03/2024;186,75;Mobile;9973;3
13475558;143841705;F-0324-1346745;04/03/2024;49;Mobile;7042;4
10885953;138648385;F-0324-1364113;04/03/2024;91;Mobile;2474;1
13697855;148019527;F-0324-1391597;04/03/2024;49;Mobile;10762;2
12849701;147151040;F-0324-1425490;04/03/2024;99;Mobile;4930;2
10827884;130826858;F-0324-1414750;04/03/2024;49;Mobile;2424;5
13700591;148025467;F-0324-1462538;04/03/2024;148,99;Fixe;10834;3
7911355;147253143;F-0324-1403391;04/03/2024;249;Fixe;1012;4
3740632;147604542;F-0324-1465401;04/03/2024;148,99;Fixe;80;1
13396193;144461584;F-0324-1455722;04/03/2024;148,99;Fixe;6508;2
8951139;146789003;F-0324-1399781;04/03/2024;249;Mobile;1171;2
13626458;146520323;F-0324-1445908;04/03/2024;148,99;Fixe;8728;5
10904188;128452558;F-0324-1495348;01/03/2024;75,48;Mobile;2496;3
10904188;128452558;F-0224-0462403;01/02/2024;199;Mobile;2496;4
12081920;142653191;F-0324-1504098;04/03/2024;185,28;Mobile;3735;1
13544705;144972438;F-0324-1490278;03/03/2024;278,98;Fixe;7820;2
12047650;118129864;F-0324-1491806;01/03/2024;74,48;Mobile;3687;2
5323843;134506889;F-0324-1465420;04/03/2024;192,14;Fixe;454;5
13484106;143980182;F-0324-1445712;04/03/2024;148,99;Fixe;7101;3
13399431;142787346;F-0324-1503812;04/03/2024;188,9;Mobile;6519;4
13396193;142721236;F-1223-1467335;04/12/2023;129,13;Fixe;6508;1
12893907;134391056;F-0324-1492713;01/03/2024;17,17;Mobile;5028;2
12893907;134391056;F-0224-1385646;01/02/2024;249;Mobile;5028;2
13012107;135838926;F-0324-1505035;04/03/2024;185,28;Mobile;5285;5
11073024;134323512;F-0324-1431553;04/03/2024;99;Mobile;2621;3
11073024;102369599;F-0820-0346733;01/08/2020;49;Mobile;2621;4
13477559;143915833;F-0324-1457463;04/03/2024;148,99;Fixe;7063;1
13693516;147850973;F-0324-1366450;04/03/2024;199;Mobile;10654;2
6798236;141234521;F-0324-1466617;04/03/2024;148,99;Fixe;818;2
13510041;144315750;F-0324-1292937;02/03/2024;49;Mobile;7415;5
11864086;115266500;F-0324-0719094;02/03/2024;240;Mobile;3428;3
13666745;147143863;F-0324-1277858;02/03/2024;249;Mobile;9798;4
13692924;147849712;F-0324-1325732;04/03/2024;199;Mobile;10639;1
13699313;148022520;F-0324-1315062;04/03/2024;99;Mobile;10802;2
13661388;147133641;F-0324-1308464;02/03/2024;199;Mobile;9641;2
11745298;144055304;F-0324-1214534;03/03/2024;49;Mobile;3299;5
13287865;140896801;F-0324-1272232;01/03/2024;69;Mobile;6012;3
13510041;144315750;F-0224-0552516;02/02/2024;49;Mobile;7415;4
10820706;113783156;F-0324-0738432;04/03/2024;240;Mobile;2420;1
13095569;140658195;F-0324-1285115;02/03/2024;99;Mobile;5500;2
11805933;145346338;F-0324-1303401;02/03/2024;69;Mobile;3375;2
13572661;145443635;F-0324-1259449;01/03/2024;248,98;Fixe;8154;5
13635034;146784462;F-0324-1255344;01/03/2024;199;Mobile;8860;3
13635034;146784462;F-0224-1094864;01/02/2024;199;Mobile;8860;4
11954599;136855334;F-0324-1230943;03/03/2024;49;Mobile;3564;1
13578186;145600611;F-0324-1268938;01/03/2024;99;Mobile;8212;2
13283777;140889131;F-0324-1248215;01/03/2024;49;Mobile;5992;2
11724837;112217696;F-0324-1216932;03/03/2024;49;Mobile;3278;5
12150026;119520219;F-0324-1263291;01/03/2024;46;Mobile;3835;3
13253363;140466260;F-0324-1324553;04/03/2024;199;Mobile;5913;4
13253363;140466260;F-0224-0836521;04/02/2024;199;Mobile;5913;1
13457457;146757382;F-0324-1231586;03/03/2024;49;Mobile;6929;2
13677323;147432713;F-0324-1216501;03/03/2024;249;Fixe;10115;2
13298310;141216529;F-0324-1279125;02/03/2024;49;Mobile;6054;5
13678500;147434778;F-0324-1234095;03/03/2024;199;Mobile;10155;3
12324437;122260927;F-0324-1332920;04/03/2024;199;Mobile;4069;4
13235393;140238207;F-0324-1303733;02/03/2024;49;Mobile;5861;1
11400994;107287384;F-0324-1230238;03/03/2024;240;Fixe;2928;2
13425142;143040763;F-0324-1248937;01/03/2024;49;Mobile;6693;2
13697036;147937831;F-0324-1341595;04/03/2024;49;Mobile;10750;5
13643573;146879687;F-0324-1262547;01/03/2024;199;Mobile;9105;3
13680030;147517723;F-0324-1207002;03/03/2024;199;Mobile;10204;4
13519228;144493833;F-0324-1303955;02/03/2024;49;Mobile;7516;1
8858276;141225956;F-0324-0797439;04/03/2024;148,99;Fixe;1150;2
6072098;141944988;F-0324-0797394;04/03/2024;49;Mobile;676;2
13624897;146517358;F-0324-1340185;04/03/2024;249;Mobile;8709;5
13628425;146594182;F-0324-1310890;04/03/2024;49;Mobile;8745;3
11212483;106007849;F-0324-1228928;03/03/2024;49;Mobile;2765;4
12245258;121062377;F-0324-0003452;03/03/2024;249;Fixe;3949;1
12414722;123856045;F-0324-0615113;02/03/2024;49;Mobile;4220;2
13582478;145608498;F-0324-0663483;02/03/2024;249;Fixe;8250;2
13595173;145886142;F-0324-0622313;02/03/2024;49;Mobile;8378;5
13590299;145764954;F-0324-0659193;02/03/2024;47;Mobile;8324;3
12848898;133616569;F-0324-0657617;02/03/2024;249;Fixe;4926;4
12120665;119076138;F-0324-0645601;02/03/2024;249;Fixe;3786;1
11909950;116288396;F-0324-0787741;04/03/2024;99;Mobile;3492;2
11157190;103871022;F-0324-0757855;04/03/2024;449;Fixe;2711;2
13588263;145701106;F-0324-0686087;02/03/2024;99;Mobile;8310;5
13650262;146963242;F-0324-1251556;01/03/2024;248,98;Fixe;9288;3
13571133;145440724;F-0324-1245258;01/03/2024;248,98;Fixe;8139;4
13593109;145810191;F-0324-1296127;02/03/2024;248,98;Fixe;8352;1
13654344;146970955;F-0324-1307043;02/03/2024;248,98;Fixe;9410;2
13581530;145606663;F-0324-0635340;02/03/2024;49;Mobile;8238;2
11192656;104407526;F-0324-0678599;02/03/2024;240;Mobile;2745;5
13453484;143505472;F-0324-1229474;03/03/2024;49;Mobile;6899;3
13385609;142586768;F-0324-1222478;03/03/2024;49;Mobile;6465;4
13649971;146962730;F-0324-1237957;01/03/2024;199;Mobile;9283;1
10660219;97123142;F-0324-1238471;01/03/2024;199;Mobile;2288;2
13269837;140680491;F-0324-1254522;01/03/2024;49;Mobile;5952;2
13679143;147435890;F-0324-1224708;03/03/2024;249;Mobile;10173;5
13597798;145891289;F-0324-1285959;02/03/2024;49;Mobile;8407;3
13584538;145694181;F-0324-1297932;02/03/2024;49;Mobile;8271;4
13544867;144972724;F-0324-1227486;03/03/2024;49;Mobile;7821;1
12833535;141908986;F-0324-1238113;01/03/2024;149;Mobile;4889;2
11652884;126663351;F-0324-0445378;01/03/2024;99;Mobile;3193;2
10907956;100004788;F-0324-1240776;01/03/2024;149;Mobile;2499;5
11001048;130835873;F-0324-1273976;01/03/2024;149;Mobile;2561;3
11845532;115096819;F-0324-1212937;03/03/2024;99;Mobile;3411;4
13503033;144243055;F-0324-1256136;01/03/2024;99;Mobile;7327;1
13174798;139203926;F-0324-1233368;03/03/2024;99;Mobile;5710;2
11752429;112837257;F-0324-1230051;03/03/2024;49;Mobile;3313;2
10790493;101209189;F-0324-1275990;01/03/2024;99;Mobile;2399;5
13108627;137941618;F-0324-1215158;03/03/2024;49;Mobile;5536;3
12532731;127146506;F-0324-1284918;02/03/2024;49;Mobile;4373;4
13352631;142074332;F-0324-1264929;01/03/2024;49;Mobile;6284;1
12240464;120969301;F-0324-0520909;02/03/2024;249;Fixe;3942;2
13511371;144388471;F-0324-0565962;02/03/2024;249;Fixe;7434;2
13526193;144600530;F-0324-0600326;02/03/2024;148,99;Fixe;7597;5
13341079;141940240;F-0324-0470683;01/03/2024;199;Mobile;6214;3
13081154;137212562;F-0324-0505641;02/03/2024;249;Fixe;5458;4
12660516;144060413;F-0324-0557915;02/03/2024;149;Mobile;4563;1
13497348;144152619;F-0324-0465541;01/03/2024;49;Mobile;7257;2
13562587;148246858;F-0324-1016134;01/03/2024;149;Mobile;8017;2
13569154;147143017;F-0324-1041130;01/03/2024;49;Mobile;8115;5
13635911;146786083;F-0324-1024145;01/03/2024;49;Mobile;8887;3
13667552;147145837;F-0324-0991708;02/03/2024;148,99;Fixe;9828;4
12389062;144512827;F-0324-1015021;01/03/2024;47,99;Mobile;4170;1
12286303;135597266;F-0324-1009832;01/03/2024;49;Mobile;4016;2
12375504;144241566;F-0324-1058660;04/03/2024;49;Mobile;4152;2
10884496;143030001;F-0324-1547121;04/03/2024;382,58;Fixe;2471;5
11584952;139891173;F-0324-0236269;01/03/2024;49;Mobile;3109;3
13276048;140751279;F-0324-1012042;01/03/2024;49;Mobile;5978;4
11882561;115723000;F-0324-1510847;03/03/2024;171,72;Fixe;3453;1
13449421;143497793;F-0324-1545462;02/03/2024;39,2;Mobile;6870;2
10908387;133218133;F-0324-1542413;01/03/2024;74,25;Mobile;2500;2
12898663;134471417;F-0324-0226441;01/03/2024;249;Fixe;5036;5
13341939;141942281;F-0324-0382961;01/03/2024;49;Mobile;6220;3
13575584;145515877;F-0324-0284571;01/03/2024;199;Mobile;8181;4
13571666;145441565;F-0324-0284654;01/03/2024;49;Mobile;8148;1
13673667;147257514;F-0224-1036092;03/02/2024;102,71;Mobile;10002;2
13673667;147257514;F-0324-1222696;03/03/2024;199;Mobile;10002;2
11474634;108379888;F-0324-0311267;01/03/2024;99;Mobile;2996;5
12765296;132088965;F-0324-0359359;01/03/2024;199;Mobile;4737;3
13489574;145694084;F-0324-0238510;01/03/2024;49;Mobile;7153;4
13560498;145361471;F-0324-0238404;01/03/2024;49;Mobile;7989;1
13546121;145351337;F-0324-0383902;01/03/2024;49;Mobile;7836;2
13639171;146792248;F-0324-1270052;01/03/2024;249;Mobile;8993;2
13647684;146927521;F-0324-1258051;01/03/2024;199;Mobile;9217;5
13324358;147139711;F-0324-1345616;04/03/2024;49;Mobile;6146;3
13689166;147694967;F-0324-0909066;03/03/2024;49;Mobile;10510;4
13689166;149432534;F-0324-1206724;03/03/2024;49;Mobile;10510;1
11639020;111941588;F-0224-0426037;01/02/2024;49;Mobile;3179;2
11639020;111941588;F-0324-0345425;01/03/2024;49;Mobile;3179;2
12235387;120876711;F-0723-0498740;02/07/2023;249;Fixe;3940;5
12235387;120876711;F-0623-0521328;02/06/2023;249;Fixe;3940;3
12235387;139036014;F-0324-1309319;02/03/2024;349;Fixe;3940;4
11369331;119512698;F-0324-1253183;01/03/2024;49;Mobile;2891;1
13060796;145445221;F-0324-1331848;04/03/2024;249;Fixe;5406;2
12151903;119563792;F-0324-1267803;01/03/2024;49;Mobile;3838;2
11639020;110917477;F-0324-1273488;01/03/2024;49;Mobile;3179;5
12980273;135388029;F-0324-1283416;02/03/2024;119;Mobile;5223;3
13315151;141445667;F-0324-1223174;03/03/2024;49;Mobile;6116;4
13614912;146118636;F-0324-0021492;03/03/2024;49;Mobile;8595;1
13362551;142219257;F-0224-0530531;02/02/2024;49;Mobile;6348;2
13362551;142219257;F-0324-0569153;02/03/2024;49;Mobile;6348;2
13510582;144386987;F-0324-0511856;02/03/2024;248,98;Fixe;7422;5
13247977;140396228;F-0324-0008893;03/03/2024;199;Mobile;5897;3
10868088;99732047;F-0224-0099894;03/02/2024;199;Mobile;2452;4
10868088;99732047;F-0324-0005466;03/03/2024;199;Mobile;2452;1
11070727;102364603;F-0324-0476259;01/03/2024;240;Fixe;2619;2
12666897;130076332;F-0324-0525528;02/03/2024;199;Mobile;4571;2
10837050;99348982;F-0324-0486317;01/03/2024;240;Fixe;2430;5
10837050;99348982;F-0224-0320647;01/02/2024;240;Fixe;2430;3
12283565;138512399;F-0324-0422766;01/03/2024;49;Mobile;4007;4
13446409;143431842;F-0324-0543134;02/03/2024;49;Mobile;6848;1
13415588;142969210;F-0224-1096932;01/02/2024;249;Mobile;6625;2
13415588;142969210;F-0324-0447962;01/03/2024;249;Mobile;6625;2
11987891;144051615;F-0224-0679361;02/02/2024;49;Mobile;3609;5
11987891;144051615;F-0324-0555288;02/03/2024;49;Mobile;3609;3
13164339;138879516;F-0324-0496594;02/03/2024;148,99;Fixe;5678;4
13431755;143198005;F-0324-0600478;02/03/2024;148,99;Fixe;6740;1
13091295;142717705;F-0324-0603953;02/03/2024;349;Fixe;5487;2
13646163;146884479;F-0324-1039213;01/03/2024;98;Mobile;9175;2
13651017;146964585;F-0324-1041352;01/03/2024;49;Mobile;9313;5
13079633;137049364;F-0324-0474017;01/03/2024;49;Mobile;5454;3
11438368;121351110;F-0324-0551234;02/03/2024;249;Fixe;2963;4
13163027;138877339;F-0324-0605724;02/03/2024;249;Fixe;5672;1
13575080;145447718;F-0324-1016746;01/03/2024;148,99;Fixe;8174;2
13640754;146874234;F-0324-1034032;01/03/2024;49;Mobile;9032;2
13645328;146883009;F-0224-1090780;01/02/2024;49;Mobile;9152;5
13645328;146883009;F-0324-1042281;01/03/2024;49;Mobile;9152;3
13640868;146874463;F-0224-1059362;01/02/2024;49;Mobile;9035;4
13640868;146874463;F-0324-1042846;01/03/2024;49;Mobile;9035;1
13352561;142074208;F-0224-0422622;01/02/2024;49;Mobile;6283;2
13352561;142074208;F-0324-0315596;01/03/2024;49;Mobile;6283;2
13640868;146874464;F-0224-1087568;01/02/2024;49;Mobile;9035;5
13640868;146874464;F-0324-1026638;01/03/2024;49;Mobile;9035;3
13564760;145369086;F-0224-1055791;01/02/2024;49;Mobile;8048;4
13564760;145369086;F-0324-0414540;01/03/2024;49;Mobile;8048;1
11687586;111681049;F-0324-0402614;01/03/2024;249;Fixe;3234;2
11527578;132064530;F-0224-0298632;01/02/2024;49;Mobile;3054;2
11527578;132064530;F-0324-0330000;01/03/2024;49;Mobile;3054;5
13497830;144153485;F-0324-0280763;01/03/2024;49;Mobile;7267;3
12776342;146224549;F-0324-0310697;01/03/2024;249;Mobile;4768;4
13414619;142962146;F-0224-1075719;01/02/2024;249;Mobile;6615;1
13414619;142962146;F-0324-0306416;01/03/2024;249;Mobile;6615;2
7558738;147132180;F-0224-1501898;04/02/2024;49;Mobile;960;2
7558738;147132180;F-0324-0897701;04/03/2024;49;Mobile;960;5
12358205;146783948;F-0324-0905032;03/03/2024;49;Mobile;4125;3
12358205;146783948;F-0224-1018184;03/02/2024;53,99;Mobile;4125;4
12076254;144600953;F-0324-0820954;04/03/2024;199;Mobile;3727;1
13575816;145516281;F-0324-0284887;01/03/2024;99;Mobile;8184;2
11013829;124741915;F-0324-0262264;01/03/2024;149;Mobile;2567;2
13018815;135877523;F-0324-0394726;01/03/2024;49;Mobile;5303;5
13565248;145369883;F-0224-1052417;01/02/2024;49;Mobile;8061;3
13565248;145369883;F-0324-0344531;01/03/2024;49;Mobile;8061;4
12358205;145889582;F-0124-0921813;03/01/2024;49;Mobile;4125;1
12358205;145889582;F-0224-0990680;03/02/2024;49;Mobile;4125;2
3405051;115923458;F-0224-0859865;04/02/2024;249;Fixe;13;2
3405051;115923458;F-0324-0820446;04/03/2024;249;Fixe;13;5
13655869;147022985;F-0224-1152987;02/02/2024;49;Mobile;9467;3
13655869;147022985;F-0324-0969173;02/03/2024;53,99;Mobile;9467;4
13656242;147023691;F-0224-1111945;02/02/2024;49;Mobile;9479;1
13656242;147023691;F-0324-0969641;02/03/2024;49;Mobile;9479;2
13680102;147517830;F-0224-1013608;03/02/2024;99;Mobile;10206;2
13680102;147517830;F-0324-0923028;03/03/2024;99;Mobile;10206;5
12256720;138407019;F-0324-0843409;04/03/2024;99;Mobile;3966;3
13653118;146968684;F-0324-0966164;02/03/2024;99;Mobile;9373;4
13673777;147257779;F-0224-1021105;03/02/2024;49;Mobile;10008;1
13673777;147257779;F-0324-0946297;03/03/2024;49;Mobile;10008;2
13676656;147389035;F-0324-0908585;03/03/2024;49;Mobile;10100;2
13665517;147141717;F-0324-0973689;02/03/2024;49;Mobile;9758;5
6036852;143760145;F-0324-0819863;04/03/2024;148,99;Fixe;664;3
6161742;141155215;F-0324-0829839;04/03/2024;148,99;Fixe;692;4
13655074;147021464;F-0224-1106706;02/02/2024;99;Mobile;9438;1
13655074;147021464;F-0324-0980437;02/03/2024;99;Mobile;9438;2
6552873;130842519;F-0324-0870098;04/03/2024;49;Mobile;757;2
4742581;140391083;F-0324-0901156;04/03/2024;49;Mobile;329;5
13661974;147134862;F-0224-1137085;02/02/2024;99;Mobile;9667;3
13661974;147134862;F-0324-0981513;02/03/2024;99;Mobile;9667;4
13673669;147257516;F-0224-1023495;03/02/2024;49;Mobile;10003;1
13673669;147257516;F-0324-0941217;03/03/2024;49;Mobile;10003;2
13652536;146967692;F-0224-1150597;02/02/2024;99;Mobile;9359;2
13652536;146967692;F-0324-0972275;02/03/2024;99;Mobile;9359;5
13496644;144151280;F-0324-1260641;01/03/2024;49;Mobile;7244;3
13678823;147435357;F-0324-1226110;03/03/2024;199;Mobile;10164;4
10819990;118079083;F-0324-0767545;04/03/2024;249;Fixe;2419;1
12666519;142357189;F-0324-0686312;02/03/2024;249;Fixe;4569;2
12666519;130024601;F-0523-0450748;02/05/2023;199;Mobile;4569;2
12666519;130024601;F-0623-0545038;02/06/2023;199;Mobile;4569;5
12666519;130024601;F-0823-1254861;02/08/2023;699;Mobile;4569;3
13566920;145432946;F-0324-1262239;01/03/2024;49;Mobile;8084;4
12571212;128401202;F-0324-1240695;01/03/2024;49;Mobile;4432;1
13682914;147603076;F-0324-1217299;03/03/2024;248,98;Fixe;10309;2
13632285;146753380;F-0324-1338704;04/03/2024;49;Mobile;8792;2
13632285;146753379;F-0324-1390178;04/03/2024;49;Mobile;8792;5
12944790;144908436;F-0324-1274149;01/03/2024;49;Mobile;5149;3
12820588;136605709;F-0324-1327676;04/03/2024;249;Fixe;4861;4
13040307;140656911;F-0324-1297740;02/03/2024;99;Mobile;5364;1
12063840;139688454;F-0324-1304412;02/03/2024;149;Mobile;3712;2
13429445;144690088;F-0324-1208477;03/03/2024;99;Mobile;6729;2
13692263;147768385;F-0324-1324837;04/03/2024;199;Mobile;10621;5
13642635;146877659;F-0324-1258449;01/03/2024;99;Mobile;9083;3
13676430;147346042;F-0224-1012403;03/02/2024;96,29;Mobile;10094;4
13676430;147346042;F-0324-1219895;03/03/2024;199;Mobile;10094;1
11621686;133215992;F-0324-1208246;03/03/2024;99;Mobile;3153;2
12764764;132088016;F-0324-1254108;01/03/2024;159,25;Mobile;4736;2
13684202;147605495;F-0224-1033715;03/02/2024;70,61;Mobile;10347;5
13684202;147605495;F-0324-1227701;03/03/2024;199;Mobile;10347;3
13501052;144239248;F-0324-1256443;01/03/2024;49;Mobile;7301;4
13666795;147144018;F-0224-1120171;02/02/2024;152,61;Mobile;9801;1
13666795;147144018;F-0324-1304663;02/03/2024;249;Mobile;9801;2
13408795;142927616;F-0324-1256024;01/03/2024;49;Mobile;6567;2
13593198;145810386;F-0324-1298956;02/03/2024;248,98;Fixe;8354;5
13628878;146595219;F-0324-1321795;04/03/2024;49;Mobile;8749;3
13679928;147517534;F-0324-1236044;03/03/2024;199;Mobile;10197;4
11036860;101753934;F-0224-0196946;03/02/2024;199;Mobile;2586;1
10850532;145354947;F-0324-1292986;02/03/2024;149;Mobile;2439;2
12376705;132073912;F-0324-1332931;04/03/2024;234;Mobile;4154;2
12783147;132361918;F-0324-1296522;02/03/2024;99;Mobile;4789;5
13702884;148080252;F-0224-1450701;04/02/2024;12,84;Mobile;10897;3
13702884;148080252;F-0324-1341793;04/03/2024;199;Mobile;10897;4
13688552;147693862;F-0324-1225302;03/03/2024;249;Mobile;10488;1
10828528;149444779;F-0324-1260275;01/03/2024;99;Mobile;2425;2
13705011;148157835;F-0324-1315400;04/03/2024;49;Mobile;10938;2
13705011;148157835;F-0224-1443709;04/02/2024;49;Mobile;10938;5
13333892;141904283;F-0324-1270637;01/03/2024;49;Mobile;6178;3
13369418;146970074;F-0324-1293846;02/03/2024;199;Mobile;6389;4
11036860;101753934;F-0324-0004944;03/03/2024;199;Mobile;2586;1
13420138;146427945;F-0324-1260534;01/03/2024;249;Fixe;6655;2
13356443;142148222;F-0324-1308016;02/03/2024;49;Mobile;6316;2
